SEASON,EPISODE,TITLE,Guest Painter,Alizarin Crimson,Black Gesso,Bright Red,Burnt Umber,Cadmium Yellow,Dark Sienna,Indian Red,Indian Yellow,Liquid Black,Liquid Clear,Midnight Black,Phtalo Blue,Phtalo Green,Prussian Blue,Sap Green,Titanium White,Van Dyke Brown,Yellow Ochre,IMAGE,YOUTUBE
11,5,Towering Glacier,0,1,1,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1,http://twoinchbrush.com/images/painting154.png,https://youtu.be/67vdGbA3Xkg
11,6,Oval Barn,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,http://twoinchbrush.com/images/painting155.png,https://youtu.be/HqBhCibidNM
11,7,Lakeside Path,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,http://twoinchbrush.com/images/painting156.png,https://youtu.be/1yjGoJokbZg
11,8,Sunset Oval,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,1,1,http://twoinchbrush.com/images/painting157.png,https://youtu.be/9xG6IzcGotI
11,9,Winter Barn,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,http://twoinchbrush.com/images/painting158.png,https://youtu.be/_xkn0ceDreo
11,10,Sunset over the Waves,0,1,1,1,0,1,1,0,1,0,0,1,1,0,0,0,1,1,0,http://twoinchbrush.com/images/painting159.png,https://youtu.be/c4b_B2F1eZg
11,11,Golden Glow,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,1,1,http://twoinchbrush.com/images/painting160.png,https://youtu.be/aA8RhtaWACA
11,12,Roadside Barn,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1,http://twoinchbrush.com/images/painting161.png,https://youtu.be/vJpKhiXvXdA
11,13,Happy Accident,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1,http://twoinchbrush.com/images/painting162.png,https://youtu.be/Fw6odlNp7_8
12,1,Golden Knoll,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,1,http://twoinchbrush.com/images/painting137.png,https://youtu.be/-O0Bs65eN5w
12,2,Mountain Reflections,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,http://twoinchbrush.com/images/painting138.png,https://youtu.be/rzYpa4XGSnA
12,3,Secluded Mountain,0,1,0,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,http://twoinchbrush.com/images/painting139.png,https://youtu.be/3PZabdohLso
12,4,Bright Autumn Trees,0,1,0,1,0,1,1,0,1,1,0,1,0,1,1,1,1,1,1,http://twoinchbrush.com/images/painting140.png,https://youtu.be/aR-C3h5zURM
12,5,Black Seascape,0,0,1,1,0,1,1,0,0,0,0,1,1,1,0,0,1,1,0,http://twoinchbrush.com/images/painting141.png,https://youtu.be/P_aCan4cBwc
12,6,Steep Mountains,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,http://twoinchbrush.com/images/painting142.png,https://youtu.be/fRK8_ioYWw4
12,7,Quiet Mountains River,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,http://twoinchbrush.com/images/painting143.png,https://youtu.be/Leiw-FtADZc
12,8,Evening Waterfall,0,0,1,1,0,1,1,0,1,0,0,1,1,0,0,1,1,1,1,http://twoinchbrush.com/images/painting144.png,https://youtu.be/PutvF_P4588
12,9,Tropical Seascape,0,1,0,1,0,1,1,0,1,0,1,1,1,0,1,0,1,1,1,http://twoinchbrush.com/images/painting145.png,https://youtu.be/RrBsbqO9aqI
12,10,Mountain at Sunset,0,1,0,1,0,1,1,0,1,0,1,1,1,0,1,1,1,1,1,http://twoinchbrush.com/images/painting146.png,https://youtu.be/HCsCatvigtw
12,11,Soft Mountain Glow,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,http://twoinchbrush.com/images/painting147.png,https://youtu.be/gOGJYHWjXgE
12,12,Mountain in an Oval,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,1,1,http://twoinchbrush.com/images/painting148.png,https://youtu.be/1jRPshs27H8
12,13,Winter Mountain,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,http://twoinchbrush.com/images/painting149.png,https://youtu.be/46vI20697HI
13,1,Rolling Hills,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,http://twoinchbrush.com/images/painting124.png,https://youtu.be/H4GyGrT7lEQ
13,2,Frozen Solitude,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,http://twoinchbrush.com/images/painting125.png,https://youtu.be/kNZssD9zWlw
13,3,Meadow Brook,0,1,0,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,http://twoinchbrush.com/images/painting126.png,https://youtu.be/06W8GsWj2Yg
13,4,Evening at Sunset,0,1,1,1,0,1,1,0,1,0,0,1,1,0,0,1,1,1,1,http://twoinchbrush.com/images/painting127.png,https://youtu.be/7ZUQTXuDPaI
13,5,Mountain View,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,1,1,http://twoinchbrush.com/images/painting128.png,https://youtu.be/dJfnAyDLwPY
13,6,Hidden Creek,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,1,1,1,http://twoinchbrush.com/images/painting129.png,https://youtu.be/KmoRz01bm0Y
13,7,Peaceful Haven,0,1,0,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,http://twoinchbrush.com/images/painting130.png,https://youtu.be/j20pZ96E_CE
13,8,Mountain Exhibition,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,1,1,http://twoinchbrush.com/images/painting131.png,https://youtu.be/bgI3_1quJ18
13,9,Emerald Waters,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,http://twoinchbrush.com/images/painting132.png,https://youtu.be/lLunPQBzW6g
13,10,Mountain Summit,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,http://twoinchbrush.com/images/painting133.png,https://youtu.be/kasGRkfkiPM
13,11,Cabin Hideaway,0,1,0,1,0,1,1,0,0,0,0,1,1,0,1,0,1,1,1,http://twoinchbrush.com/images/painting134.png,https://youtu.be/NjTlW2NL1Lo
13,12,Oval Essence,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,1,0,http://twoinchbrush.com/images/painting135.png,https://youtu.be/q7WXF_BSEXw
13,12,Lost Lake,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,http://twoinchbrush.com/images/painting136.png,https://youtu.be/9-ATP8xyDM0
14,1,Distant Mountains,0,1,0,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,http://twoinchbrush.com/images/painting111.png,https://youtu.be/GpA9UM7QGag
14,2, Meadow Brook Surprise,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,http://twoinchbrush.com/images/painting112.png,https://youtu.be/Ov5oIHTAa10
14,3,Mountain Moonlight Oval,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,http://twoinchbrush.com/images/painting113.png,https://youtu.be/CigXQtT6BPM
14,4,Snowy Solitude,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,http://twoinchbrush.com/images/painting114.png,https://youtu.be/1ZriQGhSFTM
14,5,Mountain River,0,1,0,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,http://twoinchbrush.com/images/painting115.png,https://youtu.be/CnMLKAGi0yM
14,6,Graceful Mountains,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,http://twoinchbrush.com/images/painting116.png,https://youtu.be/0uVe8T-vVVg
14,7,Windy Waves,0,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,http://twoinchbrush.com/images/painting117.png,https://youtu.be/y6GVVjG4HMg
14,9,On a Clear Day,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,0,1,1,1,http://twoinchbrush.com/images/painting118.png,https://youtu.be/e63Cgln6Yag
14,9,Riverside Escape Oval,0,1,0,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,http://twoinchbrush.com/images/painting119.png,https://youtu.be/d83REwSGfGo
14,10,Surprising Falls,0,1,0,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,http://twoinchbrush.com/images/painting120.png,https://youtu.be/QbclL1ca7_s
14,11,Shadow Pond,0,1,1,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,http://twoinchbrush.com/images/painting121.png,https://youtu.be/BQWJ3kqonpA
14,12,Misty Forest Oval,0,1,1,1,0,1,1,0,1,0,0,1,1,0,0,1,1,1,1,http://twoinchbrush.com/images/painting122.png,https://youtu.be/ddU9vQvSpw8
14,13,Natural Wonder,0,1,0,0,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,http://twoinchbrush.com/images/painting123.png,https://youtu.be/knOutsaiKfU
15,1,Splendor of Winter,0,1,0,1,0,1,1,0,0,0,0,1,1,0,1,0,1,1,1,http://twoinchbrush.com/images/painting98.png,https://youtu.be/oJvk7gPDHiE
15,2,Colors of Nature,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,http://twoinchbrush.com/images/painting99.png,https://youtu.be/Me9Ietooq4w
15,3,Grandpa's Barn,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1,http://twoinchbrush.com/images/painting100.png,https://youtu.be/IPPU49PyfEA
15,4,Peaceful Reflections,0,1,0,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,http://twoinchbrush.com/images/painting101.png,https://youtu.be/gYuH4Ilqdhs
15,5,Hidden Winter Moon Oval,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1,0,http://twoinchbrush.com/images/painting102.png,https://youtu.be/yxAMOdl6RJE
15,6,Waves of Wonder,0,1,0,1,0,1,1,0,0,0,1,1,1,1,1,0,1,1,1,http://twoinchbrush.com/images/painting103.png,https://youtu.be/tayQX_ng-Nc
15,7,Cabin by the Pond,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,http://twoinchbrush.com/images/painting104.png,https://youtu.be/TyOO6WeP2AY
15,8,Fall Stream,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,http://twoinchbrush.com/images/painting105.png,https://youtu.be/ZY0ofhdV_L0
15,9,Christmas Eve Snow,0,1,1,0,0,1,1,0,0,0,0,1,1,0,1,0,1,1,0,http://twoinchbrush.com/images/painting106.png,https://youtu.be/cVqFG2pxK2A
15,10,Forest Down Oval,0,1,1,1,0,1,1,0,1,0,0,1,1,0,0,1,1,1,1,http://twoinchbrush.com/images/painting107.png,https://youtu.be/COsJUfPN2dA
15,11,Pathway to Autumn,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,http://twoinchbrush.com/images/painting108.png,https://youtu.be/Hg5RKc6xiL4
15,12,Deep Forest Lake,0,1,1,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,http://twoinchbrush.com/images/painting109.png,https://youtu.be/2bjFmSQjQrw
15,13,Peaks of Majesty,0,1,0,0,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,http://twoinchbrush.com/images/painting110.png,https://youtu.be/lTb8DN6G6dE
16,1,Two Seasons,0,1,0,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,http://twoinchbrush.com/images/painting84.png,https://youtu.be/jwVz0uTLH1I
16,2,Nestled Cabin,0,1,1,1,0,1,1,0,1,0,0,1,1,0,0,1,1,1,1,http://twoinchbrush.com/images/painting85.png,https://youtu.be/l_jN9KN257M
16,3,Wintertime Discovery,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,0,1,1,1,http://twoinchbrush.com/images/painting86.png,https://youtu.be/uZyZW3tkCE0
16,4,Mountain Mirage Wood Shape,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,http://twoinchbrush.com/images/painting87.png,https://youtu.be/jfCsew_mz7A
16,5,Double Oval Fantasy,0,1,0,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,http://twoinchbrush.com/images/painting88.png,https://youtu.be/4jAsLpJzjHM
16,6,Contemplative Lady,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,http://twoinchbrush.com/images/painting89.png,https://youtu.be/gnp6WE7Ql-s
16,7,Deep Woods,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,1,1,1,1,http://twoinchbrush.com/images/painting90.png,https://youtu.be/rE5ZVs_YJfE
16,8,High Tide,0,1,1,1,0,1,1,0,1,0,0,1,1,0,0,1,1,1,1,http://twoinchbrush.com/images/painting91.png,https://youtu.be/_IREQ4SIcX8
16,9,Barn in Snow Oval,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,http://twoinchbrush.com/images/painting93.png,https://youtu.be/wJmi7-G9r-w
16,10,That Time of Year,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,1,1,0,http://twoinchbrush.com/images/painting94.png,https://youtu.be/q5moLoqOkP0
16,11,Waterfall Wonder,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,1,1,1,1,http://twoinchbrush.com/images/painting95.png,https://youtu.be/AGhXEPfp-W4
16,12,Mighty Mountain Lake,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1,http://twoinchbrush.com/images/painting96.png,https://youtu.be/4vXB2R8ybDE
16,13,Wooded Stream Oval,0,1,1,1,0,1,1,0,1,0,0,1,1,0,0,1,1,1,1,http://twoinchbrush.com/images/painting97.png,https://youtu.be/-XA2h17y3HU
17,1,Golden Mist Oval,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,http://twoinchbrush.com/images/painting71.png,https://youtu.be/lhpfaW0k6uM
17,2,The Old Home Place,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,1,1,http://twoinchbrush.com/images/painting72.png,https://youtu.be/EVQcDEiJh2o
17,3,Soothing Vista,0,1,1,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,http://twoinchbrush.com/images/painting73.png,https://youtu.be/NqfRLiv0SZ0
17,4,Stormy Seas,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,http://twoinchbrush.com/images/painting74.png,https://youtu.be/LE6agCR5iBw
17,5,Country Time,0,1,0,1,0,1,1,0,1,0,1,1,1,0,1,1,1,1,1,http://twoinchbrush.com/images/painting75.png,https://youtu.be/e_bt9rQoGN0
17,6,A Mild Winter's Day,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,1,1,http://twoinchbrush.com/images/painting76.png,https://youtu.be/BbYO579MmhA
17,7,Spectacular Waterfall,0,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,http://twoinchbrush.com/images/painting77.png,https://youtu.be/nK-HebXL2uw
17,8,View from the Park,0,1,0,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,http://twoinchbrush.com/images/painting78.png,https://youtu.be/Q4n90jsOUtY
17,9,Lake View,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,http://twoinchbrush.com/images/painting79.png,https://youtu.be/07acfzBaoa0
17,10,Old Country Mill,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,1,1,http://twoinchbrush.com/images/painting80.png,https://youtu.be/n8HlFCQACYA
17,11,Morning Walk,0,1,1,1,0,1,1,0,0,0,0,1,1,0,1,1,1,1,1,http://twoinchbrush.com/images/painting81.png,https://youtu.be/pSvgNkQdR2Y
17,12,Nature's Splendor,0,1,1,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,http://twoinchbrush.com/images/painting82.png,https://youtu.be/uCAtI2IwEwk
17,13,Mountain Beauty,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,1,1,http://twoinchbrush.com/images/painting83.png,https://youtu.be/8P-YeoTmVrw
18,1,Half-Oval Vignette,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,http://twoinchbrush.com/images/painting58.png,https://youtu.be/uY3fIry2tOE
18,2,Absolutely Autumn,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,1,1,http://twoinchbrush.com/images/painting59.png,https://youtu.be/PGPVpil2UmE
18,2,Mountain Seclusion,0,1,1,0,0,1,1,0,0,0,1,1,1,0,1,0,1,1,0,http://twoinchbrush.com/images/painting60.png,https://youtu.be/EBZKuVbRY54
18,4,Crimson Oval,0,1,1,1,0,1,1,0,1,0,0,1,1,0,0,1,1,1,1,http://twoinchbrush.com/images/painting61.png,https://youtu.be/R7Y3izMFPbM
18,5,Autumn Exhibition,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,1,1,http://twoinchbrush.com/images/painting62.png,https://youtu.be/6afHY2d9Lv8
18,6,Majestic Peaks,0,1,0,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,http://twoinchbrush.com/images/painting63.png,https://youtu.be/lilbzLCNnDo
18,7,Golden Morning Mist,0,1,1,1,0,1,1,0,1,0,0,1,1,0,0,1,1,1,1,http://twoinchbrush.com/images/painting64.png,https://youtu.be/rCHXqj4DHlM
18,8,Winter Lace,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,1,0,http://twoinchbrush.com/images/painting65.png,https://youtu.be/WJF_qoQRPck
18,9,Seascape Fantasy,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,1,1,1,1,http://twoinchbrush.com/images/painting66.png,https://youtu.be/sBBBilrDuSw
18,10,Double Oval Stream,0,1,0,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,http://twoinchbrush.com/images/painting67.png,https://youtu.be/rRjnHdr9DmU
18,11,Enchanted Forest,0,1,1,1,0,1,1,0,1,0,0,1,1,0,0,1,1,1,1,http://twoinchbrush.com/images/painting68.png,https://youtu.be/ikR7UT9mVBw
18,12,Southwest Serenity,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,1,1,1,1,http://twoinchbrush.com/images/painting69.png,https://youtu.be/EVfPPJ5FUmA
18,12,Rippling Waters,0,1,0,1,0,1,1,0,1,1,0,1,1,0,0,1,1,1,1,http://twoinchbrush.com/images/painting70.png,https://youtu.be/XvnJBynSiT0
19,1,Snowfall Magic,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,1,1,http://twoinchbrush.com/images/painting44.png,https://youtu.be/1enWTsRi16o
19,2,Quiet Mountain Lake,0,1,1,1,0,1,1,0,1,0,1,1,1,0,1,1,1,1,1,http://twoinchbrush.com/images/painting45.png,https://youtu.be/2gq2V6dCt2I
19,3,Final Embers of Sunlight,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,http://twoinchbrush.com/images/painting46.png,https://youtu.be/IeFbdk36MUU
19,4,Snowy Morn,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,http://twoinchbrush.com/images/painting47.png,https://youtu.be/iB1TDWlo0kk
19,5,Camper's Haven,0,1,0,0,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,http://twoinchbrush.com/images/painting48.png,https://youtu.be/C34WAUgkAT0
19,6,Waterfall in the Woods,0,1,1,1,0,1,1,0,1,0,1,1,1,0,1,1,1,1,1,http://twoinchbrush.com/images/painting49.png,https://youtu.be/uBRKVa7sy1Q
19,7,Covered Bridge Oval,0,1,0,1,0,1,1,0,0,0,0,1,1,0,1,0,1,1,1,http://twoinchbrush.com/images/painting50.png,https://youtu.be/F4iPbH1OHsQ
19,8,Scenic Seclusion,0,1,0,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,http://twoinchbrush.com/images/painting51.png,https://youtu.be/d50HkqB9JEM
19,9,Ebb Tide,0,1,0,1,0,1,1,0,0,0,1,1,1,0,0,0,1,1,1,http://twoinchbrush.com/images/painting52.png,https://youtu.be/mFOna_LN7Ys
19,10,After the Rain,0,1,1,1,0,1,1,0,1,0,0,1,1,0,0,1,1,1,1,http://twoinchbrush.com/images/painting53.png,https://youtu.be/Wj-3ct7RvAI
19,11,Winter Elegance,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,http://twoinchbrush.com/images/painting54.png,https://youtu.be/JjBZzKp_u5E
19,12,Evening's Peace,0,1,1,0,0,1,1,0,0,0,1,1,1,0,1,0,1,1,0,http://twoinchbrush.com/images/painting56.png,https://youtu.be/uEUMVwc4o5U
19,13,Valley of Tranquility,0,1,0,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,http://twoinchbrush.com/images/painting57.png,https://youtu.be/FnY7jDY5PsE
20,1,Mystic Mountain,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,http://twoinchbrush.com/images/painting31.png,https://youtu.be/VlucWfTUo1A
20,2,New Day's Dawn,0,1,0,1,0,1,1,0,1,0,1,1,1,0,0,1,1,1,1,http://twoinchbrush.com/images/painting32.png,https://youtu.be/vbPdQ0w8ylg
20,3,Winter in Pastel,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,1,1,http://twoinchbrush.com/images/painting33.png,https://youtu.be/kbnXZRNMouM
20,4,Hazy Day,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,1,1,http://twoinchbrush.com/images/painting34.png,https://youtu.be/5U3G61r35Mc
20,5,Divine Elegance,0,1,0,0,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,http://twoinchbrush.com/images/painting35.png,https://youtu.be/mb-Gwx1S5Gs
20,6,Cliffside ,0,1,1,1,0,1,1,0,1,0,0,1,1,0,0,1,1,1,1,http://twoinchbrush.com/images/painting36.png,https://youtu.be/p6Uy2qOLvGk
20,7,Autumn Fantasy,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,1,1,http://twoinchbrush.com/images/painting37.png,https://youtu.be/FozIp7Va7dY
20,8,The Old Oak Tree,0,1,1,1,0,1,1,0,1,0,1,1,1,0,0,1,1,1,1,http://twoinchbrush.com/images/painting38.png,https://youtu.be/dN4HjAn8p5U
20,9,Winter Paradise,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,http://twoinchbrush.com/images/painting39.png,https://youtu.be/DY1aBv8Z1SQ
20,10,Days Gone By,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,http://twoinchbrush.com/images/painting40.png,https://youtu.be/DmYhNHVIdMI
20,11,Change of Seasons,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,http://twoinchbrush.com/images/painting41.png,https://youtu.be/QbgPu5f2Vf8
20,12,Hidden Delight,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,1,1,http://twoinchbrush.com/images/painting42.png,https://youtu.be/ZyPNzDaaDt8
20,13,Double Take,0,1,0,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,http://twoinchbrush.com/images/painting43.png,https://youtu.be/ppzFgG2K2k4
21,1,Valley View,0,1,1,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,http://twoinchbrush.com/images/painting17.png,https://youtu.be/pw5ETGiiBRg
21,2,Tranquil Dawn,0,1,0,0,0,1,1,0,1,0,1,1,1,0,0,0,1,1,1,http://twoinchbrush.com/images/painting18.png,https://youtu.be/4abDq6Q-mlM
21,3,Royal Majesty,0,1,1,1,0,1,1,0,1,0,1,1,1,0,1,1,1,1,1,http://twoinchbrush.com/images/painting19.png,https://youtu.be/ubUXBqE6t0U
21,4,Serenity ,0,1,1,1,0,1,1,0,1,0,0,1,1,0,0,1,1,1,1,http://twoinchbrush.com/images/painting20.png,https://youtu.be/crqmO3qDdco
21,5,Cabin at Trails End,0,1,1,1,0,1,1,0,1,0,1,1,1,0,0,1,1,1,1,http://twoinchbrush.com/images/painting21.png,https://youtu.be/GLkLO4KqTRs
21,6,Mountain Rhapsody,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1,1,http://twoinchbrush.com/images/painting22.png,https://youtu.be/H4VsmKU5T7g
21,7,Wilderness Cabin,0,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,http://twoinchbrush.com/images/painting23.png,https://youtu.be/GWehiacnd1E
21,8,By the Sea,0,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1,http://twoinchbrush.com/images/painting24.png,https://youtu.be/8tHHBTK6wwc
21,9,Indian Summer,0,1,1,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,http://twoinchbrush.com/images/painting25.png,https://youtu.be/pfWV8NkotvU
